Application order,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Marital status_2,Marital status_4,Marital status_5,Marital status_others,Application mode_17,Application mode_39,Application mode_others,Course_9238,Course_9500,Course_others,Daytime/evening attendance_1,Previous qualification_3,Previous qualification_19,Previous qualification_39,Previous qualification_others,Nacionality_6,Nacionality_26,Nacionality_41,Nacionality_others,Mother's qualification_19,Mother's qualification_37,Mother's qualification_38,Mother's qualification_others,Father's qualification_19,Father's qualification_37,Father's qualification_38,Father's qualification_others,Mother's occupation_4,Mother's occupation_5,Mother's occupation_9,Mother's occupation_others,Father's occupation_5,Father's occupation_7,Father's occupation_9,Father's occupation_others,Displaced_1,Educational special needs_1,Debtor_1,Tuition fees up to date_1,Gender_1,Scholarship holder_1,International_1
1,0.5473684210526315,0.4199999999999999,0.0188679245283018,0.0,0.2692307692307693,0.1555555555555555,0.2692307692307693,0.7228003784295175,0.0,0.0,0.3478260869565217,0.3333333333333333,0.4,0.7954545454545453,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
1,0.3052631578947369,0.2368421052631579,0.0377358490566037,0.0,0.3076923076923077,0.2222222222222222,0.1923076923076923,0.6812185430463576,0.25,0.0,0.3478260869565217,0.303030303030303,0.25,0.6923538461538461,0.25,0.2093023255813954,0.0,0.1241743725231175,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
1,0.431578947368421,0.263157894736842,0.0188679245283018,0.0,0.2692307692307693,0.1777777777777777,0.2307692307692307,0.6269315673289183,0.0,0.0,0.3043478260869565,0.2424242424242424,0.3,0.6371794871794871,0.0,0.0,0.7555555555555555,0.5785997357992074,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
1,0.3789473684210527,0.32,0.0566037735849056,0.0,0.2307692307692307,0.2888888888888889,0.2307692307692307,0.8313805399898114,0.0,0.0,0.2608695652173913,0.3939393939393939,0.25,0.7769230769230768,0.0,0.9186046511627908,0.7999999999999999,0.0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
4,0.168421052631579,0.131578947368421,0.0943396226415094,0.0,0.1923076923076923,0.2,0.1153846153846153,0.6534216335540839,0.0,0.0,0.2608695652173913,0.4242424242424242,0.15,0.673076923076923,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False
2,0.4010526315789473,0.2694736842105263,0.1320754716981132,0.3,0.3846153846153846,0.3555555555555555,0.3846153846153846,0.6622516556291391,0.0,0.1052631578947368,0.3043478260869565,0.2727272727272727,0.2,0.6784615384615383,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0.368421052631579,0.4094736842105264,0.0188679245283018,0.0,0.2307692307692307,0.2222222222222222,0.1923076923076923,0.6463576158940397,0.0,0.0,0.2608695652173913,0.2424242424242424,0.2,0.6057692307692307,0.0,0.2093023255813954,0.0,0.1241743725231175,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2,0.0526315789473683,0.0526315789473683,0.3396226415094339,0.0,0.1923076923076923,0.1777777777777777,0.1923076923076923,0.6039735099337749,0.0,0.0,0.217391304347826,0.2121212121212121,0.15,0.6641025641025641,0.0,0.2093023255813954,0.0,0.1241743725231175,0,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0.368421052631579,0.4042105263157896,0.0754716981132075,0.15,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.609271523178808,0.0,0.1052631578947368,0.2608695652173913,0.2121212121212121,0.3,0.7153846153846154,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,0.4010526315789473,0.3494736842105261,0.1132075471698113,0.35,0.4230769230769231,0.4,0.4230769230769231,0.7995183624322698,0.0833333333333333,0.1052631578947368,0.2608695652173913,0.2121212121212121,0.3,0.7807692307692307,0.0,0.2093023255813954,0.0,0.1241743725231175,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,0.2947368421052632,0.1989473684210527,0.0188679245283018,0.0,0.2307692307692307,0.1555555555555555,0.1538461538461538,0.5960264900662252,0.0,0.0,0.2608695652173913,0.2727272727272727,0.2,0.5846153846153846,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,0.4010526315789473,0.0210526315789474,0.3396226415094339,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.5739514348785872,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.6192307692307691,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
2,0.4105263157894736,0.3263157894736841,0.0188679245283018,0.0,0.2307692307692307,0.2222222222222222,0.1538461538461538,0.5827814569536424,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.603076923076923,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,0.263157894736842,0.5452631578947369,0.1509433962264151,0.1,0.1923076923076923,0.1333333333333333,0.1923076923076923,0.752317880794702,0.0,0.0526315789473684,0.217391304347826,0.1515151515151515,0.1,0.7269230769230769,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
1,0.4736842105263157,0.4736842105263157,0.3584905660377358,0.5,0.5384615384615385,0.4666666666666667,0.5,0.6925260170293283,0.0,0.2105263157894736,0.4782608695652174,0.4848484848484848,0.55,0.7,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1,0.4010526315789473,0.3494736842105261,0.0188679245283018,0.0,0.2307692307692307,0.1333333333333333,0.1538461538461538,0.5960264900662252,0.0,0.0,0.2608695652173913,0.2121212121212121,0.15,0.6641025641025641,0.0,0.1511627906976745,0.4888888888888888,1.0,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
1,0.6842105263157894,0.5999999999999999,0.0377358490566037,0.0,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.7341532639545885,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7538461538461538,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False
1,0.4842105263157894,0.4810526315789472,0.0566037735849056,0.0,0.1923076923076923,0.1111111111111111,0.1923076923076923,0.6675496688741722,0.0,0.0,0.217391304347826,0.1818181818181818,0.2,0.7807692307692307,0.0833333333333333,0.0,0.7555555555555555,0.5785997357992074,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
1,0.4010526315789473,0.4736842105263157,0.1320754716981132,0.0,0.2307692307692307,0.2222222222222222,0.2307692307692307,0.7888153053715968,0.0,0.0,0.2608695652173913,0.3333333333333333,0.3,0.7391608391608392,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False
2,0.0526315789473683,0.0452631578947368,0.0754716981132075,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.656953642384106,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.6461538461538461,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2,0.2210526315789474,0.2210526315789474,0.0377358490566037,0.0,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.67360454115421,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.6371794871794871,0.0,0.1511627906976745,0.4888888888888888,1.0,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
5,0.4421052631578948,0.3431578947368421,0.0188679245283018,0.0,0.2692307692307693,0.1555555555555555,0.2692307692307693,0.7167455061494796,0.0,0.0,0.3478260869565217,0.2727272727272727,0.4,0.7891452991452992,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0.463157894736842,0.4199999999999999,0.0566037735849056,0.0,0.2307692307692307,0.1555555555555555,0.2307692307692307,0.7240618101545253,0.0,0.0,0.2608695652173913,0.2121212121212121,0.3,0.655128205128205,0.0833333333333333,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,0.5789473684210527,0.2873684210526315,0.2075471698113207,0.0,0.2307692307692307,0.2222222222222222,0.2307692307692307,0.6887417218543046,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.6569230769230768,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0.5789473684210527,0.0526315789473683,0.1320754716981132,0.05,0.2307692307692307,0.2444444444444444,0.1923076923076923,0.6887417218543046,0.0,0.0526315789473684,0.2608695652173913,0.3636363636363636,0.05,0.6461538461538461,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0.3473684210526315,0.3147368421052632,0.0377358490566037,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.6622516556291391,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.691025641025641,0.0,0.5930232558139535,1.0,0.3117569352708058,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,0.4947368421052631,0.388421052631579,0.2264150943396226,0.45,0.6153846153846154,0.3777777777777777,0.6153846153846154,0.666926373198286,0.0,0.5263157894736842,0.5652173913043478,0.4242424242424242,0.65,0.7192307692307692,0.0,0.2093023255813954,0.0,0.1241743725231175,0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
2,0.3578947368421052,0.3621052631578947,0.0377358490566037,0.0,0.2307692307692307,0.1555555555555555,0.1923076923076923,0.5933774834437086,0.0,0.0,0.2608695652173913,0.303030303030303,0.25,0.7067307692307692,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
3,0.4526315789473685,0.32,0.0377358490566037,0.0,0.1923076923076923,0.2222222222222222,0.1153846153846153,0.7064017660044151,0.0,0.0,0.217391304347826,0.2727272727272727,0.2,0.5788461538461538,0.0,0.1511627906976745,0.4888888888888888,1.0,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
4,0.7578947368421052,0.6663157894736842,0.0188679245283018,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.8035320088300221,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7628205128205128,0.0,0.9186046511627908,0.7999999999999999,0.0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
1,0.2947368421052632,0.2252631578947368,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False
1,0.7052631578947368,0.6094736842105264,0.0188679245283018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
2,0.4210526315789473,0.2947368421052632,0.0377358490566037,0.0,0.2692307692307693,0.0,0.0,0.0,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
1,0.263157894736842,0.1263157894736841,0.5660377358490565,0.0,0.1923076923076923,0.1111111111111111,0.0,0.0,0.0,0.0,0.217391304347826,0.1515151515151515,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,0.4010526315789473,0.4736842105263157,0.2264150943396226,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.217391304347826,0.0,0.0,0.0,0.0,0.2093023255813954,0.0,0.1241743725231175,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1,0.263157894736842,0.0526315789473683,0.320754716981132,0.0,0.1923076923076923,0.2,0.0,0.0,0.0,0.0,0.217391304347826,0.303030303030303,0.05,0.5923076923076923,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,0.4526315789473685,0.3052631578947369,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
1,0.4736842105263157,0.3,0.0377358490566037,0.0,0.3076923076923077,0.1777777777777777,0.3076923076923077,0.7814569536423841,0.0,0.0,0.3478260869565217,0.2424242424242424,0.4,0.7942307692307692,0.0,0.2093023255813954,0.0,0.1241743725231175,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,0.0526315789473683,0.2842105263157894,0.1320754716981132,0.0,0.3076923076923077,0.1777777777777777,0.2692307692307693,0.6576348155156103,0.0,0.0,0.3478260869565217,0.2424242424242424,0.35,0.6683846153846154,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0.7684210526315789,0.8021052631578947,0.0188679245283018,0.0,0.1923076923076923,0.1333333333333333,0.1923076923076923,0.9183222958057394,0.0,0.0,0.217391304347826,0.2424242424242424,0.25,1.0,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1,0.4736842105263157,0.4736842105263157,0.1132075471698113,0.0,0.2307692307692307,0.3111111111111111,0.1923076923076923,0.6357615894039735,0.0,0.0,0.2608695652173913,0.3636363636363636,0.25,0.6538461538461537,0.0,0.9186046511627908,0.7999999999999999,0.0,0,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False
1,0.4736842105263157,0.4652631578947366,0.0566037735849056,0.15,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7328918322295807,0.0,0.1052631578947368,0.2608695652173913,0.2121212121212121,0.3,0.7846153846153845,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False
1,0.6105263157894736,0.556842105263158,0.0188679245283018,0.0,0.2692307692307693,0.1555555555555555,0.2692307692307693,0.7763103122043519,0.0,0.0,0.3478260869565217,0.2727272727272727,0.4,0.7945299145299145,0.0,0.5581395348837211,0.2888888888888888,0.7727873183619551,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3,0.1157894736842104,0.1126315789473684,0.0377358490566037,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7064017660044151,0.0,0.0,0.2608695652173913,0.2727272727272727,0.25,0.7430769230769231,0.0,0.1511627906976745,0.4888888888888888,1.0,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False
1,0.2526315789473683,0.1831578947368422,0.169811320754717,0.2,0.2692307692307693,0.3333333333333333,0.2692307692307693,0.6130558183538316,0.0,0.1052631578947368,0.2608695652173913,0.4242424242424242,0.1,0.5923076923076923,0.0,0.0,0.7555555555555555,0.5785997357992074,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
1,0.4947368421052631,0.4915789473684209,0.0188679245283018,0.0,0.2307692307692307,0.1777777777777777,0.2307692307692307,0.6710816777041942,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.063157894736842,0.0410526315789474,0.0754716981132075,0.0,0.2307692307692307,0.2666666666666666,0.1538461538461538,0.6622516556291391,0.0,0.0,0.2608695652173913,0.3939393939393939,0.1,0.682051282051282,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3,0.4947368421052631,0.3768421052631581,0.0377358490566037,0.0,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.5930232558139535,1.0,0.3117569352708058,1,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
2,0.2736842105263157,0.1778947368421053,0.0377358490566037,0.0,0.2307692307692307,0.1333333333333333,0.2307692307692307,0.7505518763796909,0.0,0.0,0.2608695652173913,0.1818181818181818,0.3,0.7538461538461538,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,0,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,True,False,False
1,0.6842105263157894,0.2031578947368419,0.4339622641509433,0.0,0.1923076923076923,0.2,0.1153846153846153,0.5827814569536424,0.0,0.0,0.217391304347826,0.2424242424242424,0.2,0.673076923076923,0.0833333333333333,0.0,0.7555555555555555,0.5785997357992074,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
5,0.063157894736842,0.0999999999999998,0.0754716981132075,0.0,0.2692307692307693,0.2,0.1923076923076923,0.706543046357616,0.0,0.0,0.3478260869565217,0.2727272727272727,0.35,0.711153846153846,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
3,0.4947368421052631,0.3789473684210527,0.0188679245283018,0.0,0.3076923076923077,0.1777777777777777,0.2692307692307693,0.7788079470198676,0.0,0.0,0.3478260869565217,0.2424242424242424,0.35,0.7915384615384614,0.0,0.372093023255814,0.4888888888888888,0.7661822985468957,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
1,0.4842105263157894,0.4252631578947368,0.0188679245283018,0.0,0.2692307692307693,0.2,0.2692307692307693,0.6625827814569536,0.0,0.0,0.3478260869565217,0.4545454545454546,0.25,0.7107692307692307,0.0,0.7325581395348838,0.1111111111111111,0.6406869220607662,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
1,0.5789473684210527,0.1578947368421053,0.1320754716981132,0.0,0.1923076923076923,0.2888888888888889,0.0769230769230769,0.6622516556291391,0.1666666666666666,0.0,0.217391304347826,0.2424242424242424,0.15,0.6641025641025641,0.0,0.2093023255813954,0.0,0.1241743725231175,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False
1,0.6842105263157894,0.6842105263157894,0.0943396226415094,0.05,0.2307692307692307,0.2888888888888889,0.2307692307692307,0.7947019867549668,0.0,0.0526315789473684,0.2608695652173913,0.2121212121212121,0.3,0.7076923076923076,0.0,1.0,0.2444444444444444,0.4147952443857331,0,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
1,0.4736842105263157,0.4736842105263157,0.0566037735849056,0.05,0.2307692307692307,0.2888888888888889,0.1538461538461538,0.6887417218543046,0.0,0.0526315789473684,0.2608695652173913,0.3333333333333333,0.25,0.6461538461538461,0.0,1.0,0.2444444444444444,0.4147952443857331,1,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6,0.2526315789473683,0.2105263157894736,0.0566037735849056,0.0,0.2692307692307693,0.3111111111111111,0.0384615384615384,0.6887417218543046,0.0,0.0,0.3043478260869565,0.4545454545454546,0.0,0.0,0.0,0.4069767441860464,0.3111111111111111,0.8031704095112285,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False
1,0.6842105263157894,0.6842105263157894,0.2452830188679245,0.2,0.3461538461538461,0.4,0.2307692307692307,0.6269315673289183,0.0,0.0526315789473684,0.3478260869565217,0.6363636363636364,0.2,0.5923076923076923,0.0,0.9186046511627908,0.7999999999999999,0.0,1,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1,0.368421052631579,0.3536842105263156,0.0377358490566037,0.0,0.2307692307692307,0.1777777777777777,0.1923076923076923,0.6357615894039735,0.0,0.0,0.2608695652173913,0.2424242424242424,0.25,0.6676923076923077,0.0,0.2093023255813954,0.0,0.1241743725231175,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
1,0.368421052631579,0.3168421052631578,0.1886792452830188,0.0,0.2307692307692307,0.1777777777777777,0.0,0.0,0.0,0.0,0.217391304347826,0.1818181818181818,0.0,0.0,0.0,1.0,0.2444444444444444,0.4147952443857331,1,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
6,0.4210526315789473,0.3,0.0188679245283018,0.0,0.1923076923076923,0.2222222222222222,0.0,0.0,0.0,0.0,0.217391304347826,0.303030303030303,0.05,0.5384615384615384,0.25,0.0,0.7555555555555555,0.5785997357992074,0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
